ID,createdAt,createdBy,modifiedAt,modifiedBy,customer_id,customer_name,region_ID,status,deleted
3c63d861-829d-48e7-b67a-929692f64f90,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001085693,SIG Information Technology GmbH,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
fb4a8d25-9494-47e6-983e-4fb47b3c2f3f,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001124564,PAO Bank VTB,09cc86b6-a552-43a9-89c4-75fcbc5b1f5e,Active,
050dbe55-f5d3-4f99-8744-ac99802b75f3,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001221486,Hochschule Wismar,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
db488840-25fc-42bd-856c-b8298ea0f625,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000173812,Aptiv Services US LLC.,f963df2f-da3f-4148-a0f8-6c127aded621,Active,
cc8fe233-12e3-4302-ad4a-472283327070,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000160297,Philip Morris International,efa2b126-e8d4-43da-a24c-f0c864a40a53,Active,
ac6cdedc-d758-4f69-a161-8f0a86b55e96,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0002478118,Bouygues E&S InTec Management AG,efa2b126-e8d4-43da-a24c-f0c864a40a53,Active,
b0f8f077-85e7-47d9-9b94-6ab45b6ee5bf,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001096832,DMK Deutsches Milchkontor GmbH,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
9bf5eef8-3bbf-49b7-b0a4-d50f411683a2,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001085194,LHG Lübecker Hafen-Gesellschaft mbH,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
2c4e3b22-4c76-4665-82a5-ab5ee6546ae7,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0050245935,ENERGEAN E & P HOLDINGS LIMITED,baf7b11f-ed96-40f9-8dec-5c604ca035c6,Active,
be13ad97-c785-461c-b1a1-df4858521833,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001210437,Union IT-Services GmbH,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
a8173708-38a0-4333-813c-a3f93d0055d2,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0002071794,Lapp Service GmbH,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
5848b740-0dea-4015-a781-e64df8203ba0,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0050243628,KPMG Global Solutions Group Europe,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
1c6672a4-cfc9-4bbd-8524-63d651347113,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0011431980,TERG S.A.,60b607bf-c266-4a7e-abe4-926bfff5534d,Active,
dfa7e828-d112-43c3-83b5-1db8e13d49da,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0050059450,AO Polyus Krasnoyarsk,09cc86b6-a552-43a9-89c4-75fcbc5b1f5e,Active,
b751a6dc-4b9b-4f73-872d-4c6cebc85c3b,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0002510115,LAC Co. Ltd.,b12c3990-f13a-4724-87a9-563cacc72d62,Active,
75450bd9-30ce-4177-8508-68013d7c4f62,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0050232774,Siemens Energy Global GmbH & Co. KG,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
338e29b3-bb9d-48b1-99c5-489d9d6eeb8d,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0014659820,Najm For Insurance Services Company,bb463801-f7a3-4caf-8bdc-5061475aded3,Active,
ec2f38df-3b44-49af-8626-44c8eec8de11,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001093014,Siegfried AG,efa2b126-e8d4-43da-a24c-f0c864a40a53,Active,
aa6c024e-9f90-472d-aecd-7fa2e6d2ac61,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0004946555,Nortura SA,0cb49ac0-f4ec-4bdb-a23b-66301130887c,Active,
84f9e936-bae5-4b16-8d8c-3235863848ed,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001089520,Atotech Deutschland GmbH & Co. KG,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
d88272ca-2f9d-4669-926f-f63d0979be4a,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001099263,DAAD Deutscher Akademischer,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
1ee7cc8d-6c7b-4537-a677-41586effe7cf,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0003187481,Lindt & Sprüngli (International) AG,efa2b126-e8d4-43da-a24c-f0c864a40a53,Active,
4201636d-51af-4c71-811c-834f599b45bc,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0007951753,Eversource Energy Service Co.,3f50e044-7a67-4ef4-b14d-4112707218b0,Active,
3f5c54b0-565d-40a7-9d08-03798a14e41b,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001220382,Tarmac Trading Ltd,c743e6f1-405d-421d-9f36-2fbf6e0cb02f,Active,
a2d63865-39e5-433a-abe5-8b568ecd81fd,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001214845,EURO-NET Sp. z o.o.,60b607bf-c266-4a7e-abe4-926bfff5534d,Active,
1e0a6677-3984-494b-baa4-4592aa3ceb93,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0050126312,Solmendo GmbH,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
ce0c4f0a-b85e-4301-9eea-3cf0b4e288d9,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000159943,B. Braun Melsungen AG,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
625e828c-da6c-481f-a9bf-53ee2f3e1884,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001084099,Hauni Maschinenbau GmbH,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
c612b178-70fe-436c-810e-dd3bcfdbf674,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0002076311,Fox Head,3d619773-7c84-4971-8def-cdcd761ac710,Active,
864af190-9da7-4683-8b10-f5ca60575ea5,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0004294305,IPSEN PHARMA SAS,7415e82a-9b8e-4e4a-810a-28f8e78cbd58,Active,
3c252e8f-b6ca-4bce-8a22-8c4ee45db538,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0004870326,Tertianum Management AG,efa2b126-e8d4-43da-a24c-f0c864a40a53,Active,
d77fa752-7027-43c9-a109-9a4e960cbf39,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001085839,Gerolsteiner Brunnen GmbH & Co. KG,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
6f1113e6-955a-4fc7-a896-444e617dbeee,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001114163,Dussmann Stiftung & Co. KGaA,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
6984e6cf-d609-47f3-98b6-9d520d69f5eb,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000161421,AB Tetra Pak,0cb49ac0-f4ec-4bdb-a23b-66301130887c,Active,
278413e8-36d8-42ef-abd3-d72ba65c774c,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000174153,Morgan Foods Inc.,f963df2f-da3f-4148-a0f8-6c127aded621,Active,
9a921cd9-5f5c-4d29-86b2-a5c284f38db1,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0025874076,eClear Aktiengesellschaft,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
1e428d3a-e2c1-4bea-aa03-39c32eaf4745,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001084227,DIEHL Informatik GmbH,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
dd8ee53b-948d-40ed-a015-5aa00bc4f5be,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001084506,Deutsche Rentenversicherung KBS,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
a4f862f1-2d94-4c4e-a8eb-220c4339b73b,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0011111687,Ajman Bank,a027929f-970b-4e86-b3b5-5b62521c3603,Active,
ccc93241-fcdb-4e1d-88c0-6114152d80f7,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001088464,HOERBIGER Wien GmbH,60b607bf-c266-4a7e-abe4-926bfff5534d,Active,
8bc89d0a-08d4-4228-aff4-169e5b86cee2,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0027236948,Impossible Foods Inc.,3d619773-7c84-4971-8def-cdcd761ac710,Active,
7fce89bc-82d4-4f0c-b3aa-ab0448724544,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0008228569,Netz Niederösterreich GmbH,60b607bf-c266-4a7e-abe4-926bfff5534d,Active,
968900c6-feb4-46e5-b135-363a142e4a65,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001132002,Kedrion S.p.A.,baf7b11f-ed96-40f9-8dec-5c604ca035c6,Active,
6dc0f06c-99d4-420e-9090-c2425c310582,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000167331,Saskatchewan Power Corporation,33fb58ac-221b-43a4-988e-c284b848013c,Active,
9a27c632-ecfe-4b05-b1f8-cb4797e3e9d7,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001111755,Turkcell Iletisim Hizmetleri A.S.,d79cad13-6b6d-4552-b3af-bd0c70481cf1,Active,
60515b45-1793-4fab-b2a5-cf0c930f1636,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0010043364,Ultra Clean Holdings Inc.,3d619773-7c84-4971-8def-cdcd761ac710,Active,
59693d87-c4a3-44ee-be90-6a903e09e988,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0030933230,General Tax Authority - GTA,a027929f-970b-4e86-b3b5-5b62521c3603,Active,
8aa0da40-ea80-4a7d-ac07-97256089af5b,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001195760,Singapore Technologies Engineering Ltd,3c50aae7-e0b9-4082-9299-7891dd421e93,Active,
3d8ecb38-71c5-49ed-aa14-f9d752297853,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0007096443,Ministry of Defence,c743e6f1-405d-421d-9f36-2fbf6e0cb02f,Active,
3c1f8564-7dd2-472b-8722-fb3ecad76220,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001123731,WienIT GmbH,60b607bf-c266-4a7e-abe4-926bfff5534d,Active,
d3b96745-626d-4e3e-b4fc-257f0c46386d,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0024054013,Ernst & Young s. r. o.,60b607bf-c266-4a7e-abe4-926bfff5534d,Active,
2190e707-cce9-4f53-add9-1ac875e5121d,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000032194,Rockwool International A/S,0cb49ac0-f4ec-4bdb-a23b-66301130887c,Active,
5ff01abd-b6b4-4b3f-a1f6-ae5b8b5a6cdd,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000163320,Anton Paar GmbH,60b607bf-c266-4a7e-abe4-926bfff5534d,Active,
98dda45f-f588-4a2c-96a7-40997fcd0ab3,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000166187,Defense Logistics Agency,3f50e044-7a67-4ef4-b14d-4112707218b0,Active,
f02a1100-607a-43cc-8933-03852e5ab5fd,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0006861611,Crocs Inc.,3d619773-7c84-4971-8def-cdcd761ac710,Active,
817f625f-97d7-40bd-be9c-d1dc7473e328,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0002501810,ipiranga produtos,7c378a7c-a04e-4645-bc08-46c2cf1e6fb6,Active,
f3e91505-9d42-416e-ab46-8e8699b39369,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001085458,Magistratsabteilung 01,60b607bf-c266-4a7e-abe4-926bfff5534d,Active,
d162c29a-0c55-4d43-b1c3-1bd53b984911,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001204287,LAGOS STATE GOVERNMENT,83835bf1-4eb1-4d45-bef4-d99b416e5999,Active,
00196096-5a6a-4189-8513-06690ac6d9c7,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000038247,International Flavors & Fragrances Inc.,5dde88dc-1d6d-4b8b-a563-20cfb6692991,Active,
bdb7a0dd-4a60-4faf-b90a-8108d8891846,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0003851212,C&C Casa e Construção Ltda,7c378a7c-a04e-4645-bc08-46c2cf1e6fb6,Active,
4785d49c-22c8-4161-a66c-9cdae7839cf7,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0023502869,Meander Medisch Centrum (MMC),92ab9a0a-d52f-40e3-87c2-862c2e0a0b00,Active,
7fd082ed-0755-411c-81bd-b36d9a36a043,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0020693209,Algar S/A Empreendimentos E Participacoe,7c378a7c-a04e-4645-bc08-46c2cf1e6fb6,Active,
2d7c4d74-59be-49b5-bc74-b583fd8a51a9,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0025501481,Crown Packaging Manufacturing UK Ltd,c743e6f1-405d-421d-9f36-2fbf6e0cb02f,Active,
acddf76c-5a3c-4f78-9209-34af26ec909a,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0003815136,STALLERGENES SASU,7415e82a-9b8e-4e4a-810a-28f8e78cbd58,Active,
62f7376d-ce11-4dab-b72d-52dd9ca32697,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001192284,Bechtle AG,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
66c435d7-da4c-4266-9d88-185b3d81b668,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001204282,Simon Kucher & Partners,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
226f0cee-25bd-4107-b3d9-0faf62f8a370,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000180111,Lakeside Foods,f963df2f-da3f-4148-a0f8-6c127aded621,Active,
